PCT,CRIME,2019,2020,2021,2022,2023
101,AGGRAVATED HARASSMENT 2               ,165,139,149,124,132
101,OTHER MISDEMEANORS (8),207,160,165,197,233
101,TOTAL MISDEMEANOR OFFENSES,2010,2121,1991,1954,2089
102,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,11,8,4,12,10
102,MISDEMEANOR SEX CRIMES (4),65,59,107,135,166
102,MISDEMEANOR DANGEROUS DRUGS  (1),78,21,20,29,70
102,MISDEMEANOR DANGEROUS WEAPONS (5)               ,13,7,7,13,17
102,PETIT LARCENY                         ,891,976,1079,1695,1378
102,ASSAULT 3 AND RELATED OFFENSES        ,609,442,519,544,577
102,INTOXICATED & IMPAIRED DRIVING              ,65,66,66,51,52
102,VEHICLE AND TRAFFIC LAWS              ,95,105,114,154,237
102,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,562,462,485,474,377
102,CRIMINAL TRESPASS,38,21,24,43,29
102,UNAUTHORIZED USE OF A VEHICLE           ,24,25,17,28,21
102,OFFENSES AGAINST THE PERSON (7)      ,8,3,8,9,11
102,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),40,21,7,27,23
102,ADMINISTRATIVE CODE (6)            ,16,14,17,14,14
102,FRAUDS (3)                    ,21,16,46,23,44
102,AGGRAVATED HARASSMENT 2               ,171,147,137,169,151
102,OTHER MISDEMEANORS (8),177,137,228,210,238
102,TOTAL MISDEMEANOR OFFENSES,2884,2530,2885,3630,3415
103,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,8,8,3,11,26
103,MISDEMEANOR SEX CRIMES (4),91,79,144,222,307
103,MISDEMEANOR DANGEROUS DRUGS  (1),242,227,157,156,680
103,MISDEMEANOR DANGEROUS WEAPONS (5)               ,49,20,21,21,50
103,PETIT LARCENY                         ,1170,1092,1216,1472,1627
103,ASSAULT 3 AND RELATED OFFENSES        ,792,609,622,789,974
103,INTOXICATED & IMPAIRED DRIVING              ,48,42,42,46,65
103,VEHICLE AND TRAFFIC LAWS              ,131,106,123,262,708
103,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,568,660,616,616,543
103,CRIMINAL TRESPASS,77,42,43,96,67
103,UNAUTHORIZED USE OF A VEHICLE           ,20,25,21,45,31
103,OFFENSES AGAINST THE PERSON (7)      ,11,15,16,29,20
103,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),195,157,138,189,245
103,ADMINISTRATIVE CODE (6)            ,25,21,14,8,10
103,FRAUDS (3)                    ,25,26,44,70,117
103,AGGRAVATED HARASSMENT 2               ,318,254,231,302,292
103,OTHER MISDEMEANORS (8),495,213,281,383,573
103,TOTAL MISDEMEANOR OFFENSES,4265,3596,3732,4717,6335
104,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,8,4,16,12,11
104,MISDEMEANOR SEX CRIMES (4),73,67,72,101,75
104,MISDEMEANOR DANGEROUS DRUGS  (1),71,46,23,14,20
104,MISDEMEANOR DANGEROUS WEAPONS (5)               ,10,7,5,12,26
104,PETIT LARCENY                         ,1208,1477,1401,1502,1293
104,ASSAULT 3 AND RELATED OFFENSES        ,461,462,503,531,486
104,INTOXICATED & IMPAIRED DRIVING              ,78,71,47,54,72
104,VEHICLE AND TRAFFIC LAWS              ,102,115,134,185,253
104,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,515,510,461,382,312
104,CRIMINAL TRESPASS,68,44,47,50,43
104,UNAUTHORIZED USE OF A VEHICLE           ,28,25,30,42,31
104,OFFENSES AGAINST THE PERSON (7)      ,13,12,9,16,19
104,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),121,106,96,67,59
104,ADMINISTRATIVE CODE (6)            ,20,18,17,20,10
104,FRAUDS (3)                    ,30,18,75,33,40
104,AGGRAVATED HARASSMENT 2               ,221,167,193,201,146
104,OTHER MISDEMEANORS (8),161,153,157,202,236
104,TOTAL MISDEMEANOR OFFENSES,3188,3302,3286,3424,3132
105,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,7,3,15,21,20
105,MISDEMEANOR SEX CRIMES (4),80,69,70,128,153
105,MISDEMEANOR DANGEROUS DRUGS  (1),54,9,14,13,13
105,MISDEMEANOR DANGEROUS WEAPONS (5)               ,12,13,19,31,55
105,PETIT LARCENY                         ,944,1015,1122,1516,1247
105,ASSAULT 3 AND RELATED OFFENSES        ,692,525,510,640,694
105,INTOXICATED & IMPAIRED DRIVING              ,43,26,29,52,89
105,VEHICLE AND TRAFFIC LAWS              ,194,142,252,307,613
105,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,551,554,521,497,563
105,CRIMINAL TRESPASS,61,44,38,42,52
105,UNAUTHORIZED USE OF A VEHICLE           ,55,62,44,75,83
105,OFFENSES AGAINST THE PERSON (7)      ,10,6,15,11,20
105,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),55,50,38,62,102
105,ADMINISTRATIVE CODE (6)            ,35,34,30,20,29
105,FRAUDS (3)                    ,48,33,152,113,275
105,AGGRAVATED HARASSMENT 2               ,295,267,306,390,362
105,OTHER MISDEMEANORS (8),283,241,240,303,312
105,TOTAL MISDEMEANOR OFFENSES,3419,3093,3415,4221,4682
106,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,5,5,4,9,18
106,MISDEMEANOR SEX CRIMES (4),61,47,85,150,220
106,MISDEMEANOR DANGEROUS DRUGS  (1),42,12,7,15,23
106,MISDEMEANOR DANGEROUS WEAPONS (5)               ,10,6,11,17,20
106,PETIT LARCENY                         ,849,856,1003,1368,1311
106,ASSAULT 3 AND RELATED OFFENSES        ,533,444,475,530,531
106,INTOXICATED & IMPAIRED DRIVING              ,51,45,71,70,75
106,VEHICLE AND TRAFFIC LAWS              ,146,126,168,212,315
106,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,407,387,346,304,282
106,CRIMINAL TRESPASS,290,58,81,62,40
106,UNAUTHORIZED USE OF A VEHICLE           ,33,33,29,31,30
106,OFFENSES AGAINST THE PERSON (7)      ,10,8,9,6,14
106,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),72,57,47,51,53
106,ADMINISTRATIVE CODE (6)            ,20,7,17,20,11
106,FRAUDS (3)                    ,27,12,16,9,20
106,AGGRAVATED HARASSMENT 2               ,286,181,196,164,204
106,OTHER MISDEMEANORS (8),241,203,204,263,297
106,TOTAL MISDEMEANOR OFFENSES,3083,2487,2769,3281,3464
107,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,8,3,10,13,20
107,MISDEMEANOR SEX CRIMES (4),65,47,68,77,74
107,MISDEMEANOR DANGEROUS DRUGS  (1),29,24,8,9,22
107,MISDEMEANOR DANGEROUS WEAPONS (5)               ,12,10,6,19,18
107,PETIT LARCENY                         ,818,1002,947,1543,1427
107,ASSAULT 3 AND RELATED OFFENSES        ,383,318,330,446,482
107,INTOXICATED & IMPAIRED DRIVING              ,45,21,31,62,75
107,VEHICLE AND TRAFFIC LAWS              ,76,74,105,156,286
107,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,576,562,480,570,465
107,CRIMINAL TRESPASS,45,36,42,41,37
107,UNAUTHORIZED USE OF A VEHICLE           ,41,33,31,38,29
107,OFFENSES AGAINST THE PERSON (7)      ,11,5,3,3,14
107,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),79,49,78,69,55
107,ADMINISTRATIVE CODE (6)            ,10,7,9,8,3
107,FRAUDS (3)                    ,23,39,76,93,83
107,AGGRAVATED HARASSMENT 2               ,243,191,210,208,241
107,OTHER MISDEMEANORS (8),142,141,172,185,196
107,TOTAL MISDEMEANOR OFFENSES,2606,2562,2606,3540,3527
108,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,6,5,16,18,7
108,MISDEMEANOR SEX CRIMES (4),82,59,70,92,109
108,MISDEMEANOR DANGEROUS DRUGS  (1),65,13,12,7,10
108,MISDEMEANOR DANGEROUS WEAPONS (5)               ,9,8,5,15,12
108,PETIT LARCENY                         ,841,924,1290,1561,2108
108,ASSAULT 3 AND RELATED OFFENSES        ,447,332,477,552,530
108,INTOXICATED & IMPAIRED DRIVING              ,73,30,37,49,29
108,VEHICLE AND TRAFFIC LAWS              ,97,113,154,178,234
108,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,404,442,481,466,464
108,CRIMINAL TRESPASS,43,22,31,38,39
108,UNAUTHORIZED USE OF A VEHICLE           ,24,19,26,24,13
108,OFFENSES AGAINST THE PERSON (7)      ,12,4,9,11,22
108,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),40,19,26,33,37
108,ADMINISTRATIVE CODE (6)            ,9,4,5,8,3
108,FRAUDS (3)                    ,34,25,68,42,38
108,AGGRAVATED HARASSMENT 2               ,111,66,89,114,108
108,OTHER MISDEMEANORS (8),153,105,179,197,203
108,TOTAL MISDEMEANOR OFFENSES,2450,2190,2975,3405,3966
109,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,11,7,6,11,25
109,MISDEMEANOR SEX CRIMES (4),87,65,105,104,132
109,MISDEMEANOR DANGEROUS DRUGS  (1),151,38,28,38,61
109,MISDEMEANOR DANGEROUS WEAPONS (5)               ,15,12,11,10,33
109,PETIT LARCENY                         ,2161,1828,2234,2782,2842
109,ASSAULT 3 AND RELATED OFFENSES        ,592,540,538,700,893
109,INTOXICATED & IMPAIRED DRIVING              ,68,32,30,51,62
109,VEHICLE AND TRAFFIC LAWS              ,123,108,116,211,319
109,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,570,542,525,618,551
109,CRIMINAL TRESPASS,95,38,62,89,82
109,UNAUTHORIZED USE OF A VEHICLE           ,52,43,30,47,50
109,OFFENSES AGAINST THE PERSON (7)      ,11,7,10,15,9
109,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),24,17,27,40,40
109,ADMINISTRATIVE CODE (6)            ,15,10,13,16,15
109,FRAUDS (3)                    ,51,33,102,68,50
109,AGGRAVATED HARASSMENT 2               ,192,117,123,159,168
109,OTHER MISDEMEANORS (8),323,196,255,321,403
109,TOTAL MISDEMEANOR OFFENSES,4541,3633,4215,5280,5735
110,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,7,4,11,11,13
110,MISDEMEANOR SEX CRIMES (4),126,97,154,226,275
110,MISDEMEANOR DANGEROUS DRUGS  (1),79,36,32,35,39
110,MISDEMEANOR DANGEROUS WEAPONS (5)               ,26,23,14,21,41
110,PETIT LARCENY                         ,1759,1348,1842,2453,2876
110,ASSAULT 3 AND RELATED OFFENSES        ,810,688,808,917,1178
110,INTOXICATED & IMPAIRED DRIVING              ,51,46,33,46,84
110,VEHICLE AND TRAFFIC LAWS              ,110,90,130,195,262
110,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,412,446,496,498,424
110,CRIMINAL TRESPASS,68,54,41,40,18
110,UNAUTHORIZED USE OF A VEHICLE           ,17,12,14,17,13
110,OFFENSES AGAINST THE PERSON (7)      ,23,11,11,19,25
110,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),75,52,28,69,123
110,ADMINISTRATIVE CODE (6)            ,10,11,13,10,7
110,FRAUDS (3)                    ,28,24,44,25,29
110,AGGRAVATED HARASSMENT 2               ,102,101,109,137,131
110,OTHER MISDEMEANORS (8),249,222,220,257,347
110,TOTAL MISDEMEANOR OFFENSES,3952,3265,4000,4976,5885
111,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,1,0,1,1,4
111,MISDEMEANOR SEX CRIMES (4),30,36,26,21,37
111,MISDEMEANOR DANGEROUS DRUGS  (1),18,6,4,0,4
111,MISDEMEANOR DANGEROUS WEAPONS (5)               ,9,2,5,7,12
111,PETIT LARCENY                         ,449,439,614,768,588
111,ASSAULT 3 AND RELATED OFFENSES        ,171,159,169,239,238
111,INTOXICATED & IMPAIRED DRIVING              ,40,19,18,37,51
111,VEHICLE AND TRAFFIC LAWS              ,53,28,40,113,198
111,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,162,175,138,108,142
111,CRIMINAL TRESPASS,18,15,12,27,14
111,UNAUTHORIZED USE OF A VEHICLE           ,6,7,8,11,12
111,OFFENSES AGAINST THE PERSON (7)      ,5,5,2,3,5
111,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),27,21,19,11,9
111,ADMINISTRATIVE CODE (6)            ,6,7,3,4,6
111,FRAUDS (3)                    ,31,46,145,38,63
111,AGGRAVATED HARASSMENT 2               ,59,77,75,106,75
111,OTHER MISDEMEANORS (8),45,39,60,65,81
111,TOTAL MISDEMEANOR OFFENSES,1130,1081,1339,1559,1539
112,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,3,2,4,9,5
112,MISDEMEANOR SEX CRIMES (4),54,42,39,40,52
112,MISDEMEANOR DANGEROUS DRUGS  (1),10,8,12,6,1
112,MISDEMEANOR DANGEROUS WEAPONS (5)               ,6,2,7,5,11
112,PETIT LARCENY                         ,999,1099,1414,1791,1560
112,ASSAULT 3 AND RELATED OFFENSES        ,206,140,182,195,252
112,INTOXICATED & IMPAIRED DRIVING              ,104,51,54,55,56
112,VEHICLE AND TRAFFIC LAWS              ,67,61,77,108,170
112,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,296,310,382,330,249
112,CRIMINAL TRESPASS,24,26,20,14,18
112,UNAUTHORIZED USE OF A VEHICLE           ,25,20,9,14,10
112,OFFENSES AGAINST THE PERSON (7)      ,4,5,1,5,5
112,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),44,29,53,51,39
112,ADMINISTRATIVE CODE (6)            ,5,2,2,0,3
112,FRAUDS (3)                    ,25,19,55,41,31
112,AGGRAVATED HARASSMENT 2               ,75,50,43,82,91
112,OTHER MISDEMEANORS (8),73,52,83,94,117
112,TOTAL MISDEMEANOR OFFENSES,2020,1918,2437,2840,2670
113,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,8,5,14,21,17
113,MISDEMEANOR SEX CRIMES (4),91,70,82,97,158
113,MISDEMEANOR DANGEROUS DRUGS  (1),140,54,30,23,34
113,MISDEMEANOR DANGEROUS WEAPONS (5)               ,114,34,91,167,257
113,PETIT LARCENY                         ,1089,1040,992,1328,1188
113,ASSAULT 3 AND RELATED OFFENSES        ,681,511,488,540,696
113,INTOXICATED & IMPAIRED DRIVING              ,64,32,56,34,51
113,VEHICLE AND TRAFFIC LAWS              ,167,133,220,349,692
113,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,503,504,466,435,547
113,CRIMINAL TRESPASS,157,95,71,64,73
113,UNAUTHORIZED USE OF A VEHICLE           ,56,62,51,37,50
113,OFFENSES AGAINST THE PERSON (7)      ,27,10,12,12,32
113,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),140,108,99,95,168
113,ADMINISTRATIVE CODE (6)            ,29,27,19,39,28
113,FRAUDS (3)                    ,50,30,24,54,78
113,AGGRAVATED HARASSMENT 2               ,340,250,286,335,282
113,OTHER MISDEMEANORS (8),399,328,371,361,417
113,TOTAL MISDEMEANOR OFFENSES,4055,3293,3372,3991,4768
114,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,12,5,5,13,12
114,MISDEMEANOR SEX CRIMES (4),123,99,108,133,171
114,MISDEMEANOR DANGEROUS DRUGS  (1),117,82,84,49,44
114,MISDEMEANOR DANGEROUS WEAPONS (5)               ,34,22,22,31,36
114,PETIT LARCENY                         ,1485,2042,2299,2616,2358
114,ASSAULT 3 AND RELATED OFFENSES        ,811,705,925,908,876
114,INTOXICATED & IMPAIRED DRIVING              ,86,42,64,81,62
114,VEHICLE AND TRAFFIC LAWS              ,162,136,160,354,438
114,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,658,658,716,740,628
114,CRIMINAL TRESPASS,83,63,86,52,69
114,UNAUTHORIZED USE OF A VEHICLE           ,41,30,44,33,32
114,OFFENSES AGAINST THE PERSON (7)      ,27,12,17,19,14
114,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),93,75,79,103,105
114,ADMINISTRATIVE CODE (6)            ,12,8,17,11,7
114,FRAUDS (3)                    ,46,33,165,71,46
114,AGGRAVATED HARASSMENT 2               ,379,334,418,444,375
114,OTHER MISDEMEANORS (8),259,287,313,336,423
114,TOTAL MISDEMEANOR OFFENSES,4428,4633,5522,5994,5696
115,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,14,8,10,12,15
115,MISDEMEANOR SEX CRIMES (4),219,204,172,182,208
115,MISDEMEANOR DANGEROUS DRUGS  (1),107,64,34,29,56
115,MISDEMEANOR DANGEROUS WEAPONS (5)               ,153,89,154,133,180
115,PETIT LARCENY                         ,1218,1423,1402,1992,2066
115,ASSAULT 3 AND RELATED OFFENSES        ,951,764,858,909,991
115,INTOXICATED & IMPAIRED DRIVING              ,123,68,71,87,206
115,VEHICLE AND TRAFFIC LAWS              ,126,127,170,212,302
115,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,505,508,496,498,412
115,CRIMINAL TRESPASS,75,63,41,36,38
115,UNAUTHORIZED USE OF A VEHICLE           ,96,68,41,60,65
115,OFFENSES AGAINST THE PERSON (7)      ,26,24,18,17,19
115,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),67,42,37,37,89
115,ADMINISTRATIVE CODE (6)            ,17,21,17,20,3
115,FRAUDS (3)                    ,75,54,80,140,126
115,AGGRAVATED HARASSMENT 2               ,167,114,121,117,122
115,OTHER MISDEMEANORS (8),364,229,278,271,340
115,TOTAL MISDEMEANOR OFFENSES,4303,3870,4000,4752,5238
120,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,16,6,7,10,12
120,MISDEMEANOR SEX CRIMES (4),89,61,90,95,129
120,MISDEMEANOR DANGEROUS DRUGS  (1),255,114,158,235,262
120,MISDEMEANOR DANGEROUS WEAPONS (5)               ,39,21,14,16,30
120,PETIT LARCENY                         ,832,820,888,1208,1314
120,ASSAULT 3 AND RELATED OFFENSES        ,651,515,551,636,723
120,INTOXICATED & IMPAIRED DRIVING              ,130,51,58,66,81
120,VEHICLE AND TRAFFIC LAWS              ,43,45,58,303,714
120,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,757,675,664,549,487
120,CRIMINAL TRESPASS,76,36,49,81,70
120,UNAUTHORIZED USE OF A VEHICLE           ,30,21,22,37,41
120,OFFENSES AGAINST THE PERSON (7)      ,13,9,11,19,29
120,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),216,134,111,156,174
120,ADMINISTRATIVE CODE (6)            ,10,17,7,6,7
120,FRAUDS (3)                    ,35,42,76,69,51
120,AGGRAVATED HARASSMENT 2               ,385,340,341,438,459
120,OTHER MISDEMEANORS (8),238,182,230,320,366
120,TOTAL MISDEMEANOR OFFENSES,3815,3089,3335,4244,4949
121,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,6,9,10,14,9
121,MISDEMEANOR SEX CRIMES (4),51,34,51,61,95
121,MISDEMEANOR DANGEROUS DRUGS  (1),82,52,76,52,17
121,MISDEMEANOR DANGEROUS WEAPONS (5)               ,20,9,11,17,16
121,PETIT LARCENY                         ,1092,892,976,1428,1495
121,ASSAULT 3 AND RELATED OFFENSES        ,456,359,410,496,518
121,INTOXICATED & IMPAIRED DRIVING              ,294,121,100,84,85
121,VEHICLE AND TRAFFIC LAWS              ,47,44,77,186,370
121,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,448,414,417,416,348
121,CRIMINAL TRESPASS,54,35,61,54,53
121,UNAUTHORIZED USE OF A VEHICLE           ,22,21,28,20,41
121,OFFENSES AGAINST THE PERSON (7)      ,11,10,14,22,17
121,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),140,115,134,116,84
121,ADMINISTRATIVE CODE (6)            ,17,17,8,9,7
121,FRAUDS (3)                    ,61,81,161,112,110
121,AGGRAVATED HARASSMENT 2               ,346,287,296,327,411
121,OTHER MISDEMEANORS (8),148,130,134,179,192
121,TOTAL MISDEMEANOR OFFENSES,3295,2630,2964,3593,3868
122,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,11,7,2,6,7
122,MISDEMEANOR SEX CRIMES (4),43,33,49,53,61
122,MISDEMEANOR DANGEROUS DRUGS  (1),99,45,84,50,42
122,MISDEMEANOR DANGEROUS WEAPONS (5)               ,12,7,8,15,12
122,PETIT LARCENY                         ,641,628,518,875,1090
122,ASSAULT 3 AND RELATED OFFENSES        ,339,231,253,335,335
122,INTOXICATED & IMPAIRED DRIVING              ,125,74,64,50,59
122,VEHICLE AND TRAFFIC LAWS              ,58,51,43,123,214
122,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,499,648,553,715,389
122,CRIMINAL TRESPASS,54,28,24,44,38
122,UNAUTHORIZED USE OF A VEHICLE           ,18,21,14,13,38
122,OFFENSES AGAINST THE PERSON (7)      ,14,18,13,30,22
122,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),15,16,11,20,31
122,ADMINISTRATIVE CODE (6)            ,3,12,7,7,6
122,FRAUDS (3)                    ,85,87,300,105,139
122,AGGRAVATED HARASSMENT 2               ,144,147,134,179,279
122,OTHER MISDEMEANORS (8),133,91,93,148,142
122,TOTAL MISDEMEANOR OFFENSES,2293,2144,2170,2768,2904
123,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,3,3,1,5,2
123,MISDEMEANOR SEX CRIMES (4),20,19,18,26,23
123,MISDEMEANOR DANGEROUS DRUGS  (1),47,15,33,34,13
123,MISDEMEANOR DANGEROUS WEAPONS (5)               ,11,5,7,8,13
123,PETIT LARCENY                         ,286,285,288,501,513
123,ASSAULT 3 AND RELATED OFFENSES        ,125,139,145,186,193
123,INTOXICATED & IMPAIRED DRIVING              ,96,53,58,47,49
123,VEHICLE AND TRAFFIC LAWS              ,18,9,19,86,187
123,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,240,230,244,198,155
123,CRIMINAL TRESPASS,40,24,37,37,21
123,UNAUTHORIZED USE OF A VEHICLE           ,7,8,5,9,19
123,OFFENSES AGAINST THE PERSON (7)      ,3,6,2,7,7
123,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),61,60,70,77,54
123,ADMINISTRATIVE CODE (6)            ,7,8,0,2,3
123,FRAUDS (3)                    ,17,22,112,58,40
123,AGGRAVATED HARASSMENT 2               ,133,122,127,138,206
123,OTHER MISDEMEANORS (8),58,64,54,68,82
123,TOTAL MISDEMEANOR OFFENSES,1172,1072,1220,1487,1580
DOC,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,0,0,0,0,0
DOC,MISDEMEANOR SEX CRIMES (4),17,9,23,19,29
DOC,MISDEMEANOR DANGEROUS DRUGS  (1),0,0,0,0,0
DOC,MISDEMEANOR DANGEROUS WEAPONS (5)               ,2,0,0,0,1
DOC,PETIT LARCENY                         ,8,9,5,14,16
DOC,ASSAULT 3 AND RELATED OFFENSES        ,3,0,2,4,6
DOC,INTOXICATED & IMPAIRED DRIVING              ,0,0,0,0,0
DOC,VEHICLE AND TRAFFIC LAWS              ,0,1,0,1,4
DOC,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,2,0,2,1,7
DOC,CRIMINAL TRESPASS,0,0,2,0,0
DOC,UNAUTHORIZED USE OF A VEHICLE           ,0,0,0,0,1
DOC,OFFENSES AGAINST THE PERSON (7)      ,0,0,0,0,0
DOC,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),322,74,62,138,173
DOC,ADMINISTRATIVE CODE (6)            ,0,0,0,0,0
DOC,FRAUDS (3)                    ,0,0,0,0,0
DOC,AGGRAVATED HARASSMENT 2               ,3,1,1,3,1
DOC,OTHER MISDEMEANORS (8),1,0,0,1,3
DOC,TOTAL MISDEMEANOR OFFENSES,358,94,97,181,241
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,