Store Name,Street Address,Address,Borough,"Zip 
735 SUPERMARKET,735 East 166 Street,,Bronx,10456,2018,6,40.826579,-73.902968,203,17,2004648,2026510052,135,BX0301
O & V DELI,1397 Franklin Avenue,,Bronx,10456,2018,6,40.834122,-73.90024,203,16,2009702,2029310057,149,BX0301
ONE FAMILY DELI GROCERY,292 East 166 Street,,Bronx,10456,2018,6,40.830198,-73.914681,204,16,2002216,2024330017,175,BX0401
180 LA SOLUCION,180 McClellan Street,,Bronx,10456,2018,6,40.832783,-73.918151,204,16,2002741,2024560070,18102,BX0401
AYLIN GROCERY,388 E 169th Street,,Bronx,10456,2018,6,40.834248,-73.90979,204,16,2002176,2024310026,17701,BX0401
BARAKA AFRICAN MKT STORE,1345 Webster Avenue,,Bronx,10456,2018,6,40.835103,-73.908051,204,16,2009309,2028870165,17702,BX0403
BRAVO SUPERMARKET,210 East 170th Street,,Bronx,10456,2018,6,40.838472,-73.913142,204,16,2007983,2028310056,17902,BX0403
ELAINY DELI GROCERY CORP,1154 Washington Avenue,,Bronx,10456,2018,6,40.828949,-73.908197,203,16,2001294,2023710023,18501,BX0301
ELVA DELI GROCERY,751 Home Steet,,Bronx,10456,2018,6,,,,,,,,
FOOD BAZAAR,535 East 170th Street,,Bronx,10456,2018,6,40.834931,-73.903144,203,16,2009624,2029260002,14702,BX0302
KEY FOOD,256 East 167th Street,,Bronx,10456,2018,6,40.833464,-73.914634,204,16,2002600,2024490053,18101,BX0401
PIONEER SUPERMARKET,275 East 169th Street,,Bronx,10456,2018,6,40.835227,-73.912662,204,16,2007270,2027850002,17702,BX0403
1296 SHERIDAN DELI GRCR,1296 Sheridan Avenue,,Bronx,10456,2018,6,40.836252,-73.914551,204,16,2007963,2028300001,17902,BX0403
ABREU GROCERY,773 East 169th Street,,Bronx,10456,2018,6,40.83069,-73.899562,203,17,2010166,2029610010,151,BX0301
COMPARE SUPERMARKET,1091 Boston Road,,Bronx,10456,2018,6,40.827009,-73.905229,203,17,2004185,2026070062,18502,BX0301
GREEN EARTH GRCY STORE,1420 Grand Concourse,,Bronx,10456,2018,6,40.839249,-73.913448,204,16,2007988,2028320008,225,BX0403
M&G FOOD CORP,391 East 167TH Street,,Bronx,10456,2018,6,40.830862,-73.910897,204,16,2002074,2024260048,17701,BX0401
MCL FRUIT & VEGETABLES,227 East 167th Street,,Bronx,10456,2018,6,40.833717,-73.915389,204,16,2002689,2024530030,17901,BX0401
PAPASE DELI GROCERY,1331 Webster Avenue,,Bronx,10456,2018,6,40.834708,-73.908272,204,16,2098798,2028870174,17702,BX0403
Associated Supermarket,206 East 167th Street,,Bronx,10456,2018,6,40.833992,-73.916342,204,16,2002757,2024560227,18102,BX0401
Associated Supermarket,1188 Webster Avenue,,Bronx,10456,2018,6,40.831542,-73.910025,203,16,2001643,2023940005,145,BX0302
Associated Supermarket,3470 Third Avenue,,Bronx,10456,2018,6,40.829999,-73.906313,203,16,2115273,2026097501,145,BX0302
Associated Supermarket,724 East 161st Street,,Bronx,10456,2018,6,40.821432,-73.905183,201,17,2098384,2026470045,77,BX0102
S & R DELI GROCERY CORP,300 East 170TH Street,,Bronx,10456,2018,6,40.837416,-73.910393,204,16,2007196,2027830035,17702,BX0403
C TOWN SUPERMARKET,630 East 169ST Street,,Bronx,10456,2018,6,40.831164,-73.900894,203,17,2004305,2026150031,149,BX0301
C- TOWN SUPERMARKET,3690 Third Avenue,,Bronx,10456,2018,6,40.834976,-73.90353,203,16,2009613,2029250033,14701,BX0302
SHOP FAIR SUPERMARKET,306 East 170 Street,,Bronx,10456,2018,6,40.837377,-73.910296,204,16,2007197,2027830037,17702,BX0403
MR Grill Deli Grocery,1431 Prospect Avenue,,Bronx,10456,2018,6,40.833627,-73.896384,203,15,2009831,2029370062,151,BX0301
147 M&A grocery deli,147 Wilson Avenue,,Brooklyn,11237,2019,7,40.700422,-73.925209,304,34,3325463,3032190008,429,BK0401
ACOSTA GROCERY STORE,313 Wilson Avenue,,Brooklyn,11237,2019,7,40.696702,-73.918671,304,37,3075664,3033070001,433,BK0402
Anna’s Best,139 Saint Nicholas Avenue,,Brooklyn,11237,2019,7,40.705094,-73.917507,304,37,3073962,3032500001,445,BK0401
Bleecker Deli & Grill,442 Bleecker St # A,,Brooklyn,11237,2019,7,40.703707,-73.912705,304,37,3075838,3033120028,441,BK0401
Bushwick Deli,1449 Myrtle Avenue,,Brooklyn,11237,2019,7,40.698859,-73.917944,304,37,3326381,3033000001,431,BK0401
Chino’s Deli and Grill,422 Irving Avenue,,Brooklyn,11237,2019,7,40.696629,-73.910197,304,37,3077341,3033780034,435,BK0402
City Fresh Market,229 Knickerbocker Avenue,,Brooklyn,11237,2019,7,40.703017,-73.925736,304,34,3072538,3031870001,427,BK0401
DEKALB MARKET,1549 Dekalb Avenue,,Brooklyn,11237,2019,7,40.702936,-73.920597,304,37,3073631,3032370001,445,BK0401
D'ELIA DELI GROCERY,43 Wilson Avenue,,Brooklyn,11237,2019,7,40.702758,-73.929314,304,34,3071968,3031580001,427,BK0401
DOMINGO GROCERY,1004 Flushing Avenue,,Brooklyn,11237,2019,7,40.703819,-73.931012,304,34,3071863,3031490001,427,BK0401
Emita Grocery,1711 Harman Street,,Brooklyn,11237,2019,7,,,,,,,,
FOOD BAZAAR,17-59 Ridgewood Place,,Brooklyn,11237,2019,7,40.698456,-73.91119,304,37,3251946,3033540001,439,BK0402
Food Story,1552 Myrtle Avenue,,Brooklyn,11237,2019,7,40.699485,-73.911498,304,37,3426800,3033457501,439,BK0402
Halsey deli &Grill,1245 Halsey Street,,Brooklyn,11237,2019,7,40.693512,-73.90759,304,37,3078689,3034060050,437,BK0402
Irving Gourmet Deli,350 Irving Avenue,,Brooklyn,11237,2019,7,40.69791,-73.912453,304,37,3076848,3033620025,435,BK0402
Kanowa Deli,17-11 Bleecker Street,,Brooklyn,11237,2019,7,40.693104,-73.923216,304,37,,,395,BK0402
Key Food,72 Wyckoff Avenue,,Brooklyn,11237,2019,7,40.705039,-73.920414,304,34,3073258,3032210035,445,BK0401
Metfresh Supermarket,1397 Myrtle Avenue,,Brooklyn,11237,2019,7,40.69857,-73.920717,304,37,,,431,BK0401
Mi Pueblo Deli Mini Market Corp.,180 Irving Avenue,,Brooklyn,11237,2019,7,40.701761,-73.919217,304,37,3074493,3032690029,431,BK0401
Mr. Grocery,164 Irving Avenue,,Brooklyn,11237,2019,7,40.702187,-73.919967,304,37,3074195,3032580029,431,BK0401
Mr. Lemon,410 Knickerbocker Avenue,,Brooklyn,11237,2019,7,40.699749,-73.920024,304,37,3074783,3032780026,431,BK0401
NANA DELI GROCERY,182 Wilson Avenue,,Brooklyn,11237,2019,7,40.699516,-73.923652,304,37,3073802,3032450031,421,BK0401
Nen Grocery,201 Irving Avenue,,Brooklyn,11237,2019,7,40.701475,-73.918676,304,37,3074519,3032700001,443,BK0401
New Way Supermarket,114 Wyckoff Avenue,,Brooklyn,11237,2019,7,40.703783,-73.918403,304,37,3074241,3032590029,443,BK0401
Quisqueya Deli Grocery,181 Saint Nicholas Avenue,,Brooklyn,11237,2019,7,40.704056,-73.915748,304,37,3074913,3032820010,443,BK0401
Raydan Deli,276 Wilson Avenue,,Brooklyn,11237,2019,7,40.697075,-73.919363,304,37,3075395,3032970034,419,BK0402
Stop 1 Grocery Store,263 Wyckoff Avenue # A,,Brooklyn,11237,2019,7,40.701142,-73.91397,304,37,3075988,3033200010,441,BK0401
TAMBRU FRUIT MARKET,272 Knickerbocker Avenue,,Brooklyn,11237,2019,7,40.702236,-73.924388,304,34,3072945,3032090029,429,BK0401
Valdez Mini Market,1524 Jefferson Avenue,,Brooklyn,11237,2019,7,40.697294,-73.907365,304,37,3078127,3033930049,439,BK0402
Valerie Deli Grocery Corp,216 Knickerbocker Avenue,,Brooklyn,11237,2019,7,40.703297,-73.926262,304,34,3072324,3031740035,427,BK0401
Valerie Grocery,237 Irving Avenue,,Brooklyn,11237,2019,7,40.70062,-73.917173,304,37,3075139,3032900001,443,BK0401
Villa F deli grocery,17-12 Menahan Street,,Brooklyn,11237,2019,7,40.69273,-73.922419,304,37,3000000,3033040019,395,BK0402
Yasmin Deli Grocery,1436 Myrtle Avenue,,Brooklyn,11237,2019,7,40.698918,-73.917197,304,37,3075683,3033080013,433,BK0402
NADAL 3 DELI CONVENIENCE,888 Grand Concourse,,Bronx,10451,2019,7,40.826613,-73.922751,204,16,2002796,2024590034,5902,BX0401
THIRD Avenue GROCERY&DELI,3047 3rd Avenue,,Bronx,10451,2019,7,40.820247,-73.913,201,17,2001435,2023780067,69,BX0102
Elvis Deli Grocery,430 Grand Concourse,,Bronx,10451,2019,7,40.817035,-73.927983,201,17,2001013,2023430012,51,BX0101
La Colonia Food,594 Morris Avenue,,Bronx,10451,2019,7,40.818403,-73.922287,201,17,2001824,2024100006,65,BX0102
C-Town supermarket,3220 Third Avenue,,Bronx,10451,2019,7,40.82348,-73.909043,203,17,2004373,2026200015,141,BX0301
C town Supermarket,2733 third Avenue,,Bronx,10451,2019,7,40.814329,-73.920981,201,8,2000827,2023260040,51,BX0101
Chris Deli Buffet Salad bar,903 Sheridan Avenue,,Bronx,10451,2019,7,40.827092,-73.920774,204,16,2002804,2024600018,18301,BX0401
Fine Fare Supermarket,675 Morris Avenue # 5,,Bronx,10451,2019,7,40.820467,-73.921371,201,17,2114677,2024420060,65,BX0102
Key Food Supermarket,760 Melrose Avenue,,Bronx,10451,2019,7,40.821431,-73.915289,201,17,2114124,2023780001,69,BX0102
La Campiña Deli Grocery,802 Melrose Avenue,,Bronx,10451,2019,7,40.822584,-73.914684,201,17,2001456,2023800001,69,BX0102
Food Town,3100 3rd Avenue,,Bronx,10451,2019,7,40.821566,-73.912106,201,17,2127465,2023640045,71,BX0102
Food Bazaar,238 East 161 Street,,Bronx,10451,2019,7,40.825947,-73.919633,204,16,2002456,2024430090,61,BX0401
760 Grand Concourse Food Corp,760 Grand Concourse,,Bronx,10451,2019,7,40.823968,-73.9243,204,16,2002788,2024580072,5902,BX0401
Court Side Deli II,845 Concourse West Village,,Bronx,10451,2019,7,,,,,,,,
URENA GROCERY,759 Gerard Avenue,,Bronx,10451,2019,7,40.825155,-73.92633,204,16,2002971,2024820030,6301,BX0401
Gerard Food Market,740 Gerard Avenue,,Bronx,10451,2019,7,40.824719,-73.926561,204,16,2002897,2024730043,6301,BX0401
M G DELI CORP,917 Sheridan Avenue,,Bronx,10451,2019,7,40.827923,-73.92031,204,16,2002811,2024610022,18301,BX0401
153 Deli Grocery,153 East 149th,,Bronx,10451,2019,7,,,,,,,,
D G deli,528 Morris Avenue,,Bronx,10451,2019,7,40.817111,-73.922881,201,17,2000884,2023300005,65,BX0102
Amor Deli Grocery,21 Convent Avenue,,New York,10027,2019,7,40.813617,-73.953094,109,9,1059591,1019680029,21303,MN0902
C TOWN,560 est 125th Street,,New York,10027,2019,7,,,,,,,,
Eleganza Gourmet Deli,1 Covent Avenue,,New York,10027,2019,7,,,,,,,,
FAMILY COMMUNITY DELI &,41 ST Nicholas Terr.,,New York,10027,2019,7,40.813663,-73.951262,109,9,1059613,1019690040,21303,MN0902
Food town/Fine Fare Supermarket,2463 Frederick Douglass Blvd,,New York,10027,2019,7,40.81449,-73.948028,110,9,1089116,1019580024,215,MN1002
Lenox deli gourmet corp.,370 Malcolm X Blvd,,New York,10027,2019,7,40.810045,-73.943812,110,9,1053712,1017260069,208,MN1002
Gourmet Revolution,2090 7th Avenue,,New York,10027,2019,7,40.808639,-73.948582,110,9,1058640,1019300030,222,MN1001
Jhajara Deli -Anan Gourmet Deli,2391 Frederick Douglass Blvd,,New York,10027,2019,7,40.812323,-73.949609,110,9,1059398,1019550010,215,MN1002
Manhattan Food Market,507 Manhattan Avenue,,New York,10027,2019,7,40.80832,-73.954434,110,9,1059184,1019480012,257,MN1001
MANHATTANVILLE DELI,1413 Amsterdam Avenue,,New York,10027,2019,7,40.815476,-73.954726,109,7,1059621,1019690081,21303,MN0902
Met Foodmarket,1316 Amsterdam Avenue,,New York,10027,2019,7,40.812515,-73.95691,109,7,1084110,1019780001,211,MN0901
Sarah Deli Grocery,201 West 131st Street,,New York,10027,2019,7,40.812933,-73.945985,110,9,1058711,1019370028,226,MN1002
Shop & Fair Supermarket,2108 Adam Clayton Powell Blvd,,New York,10027,2019,7,40.809286,-73.948112,110,9,1058661,1019310036,222,MN1001
St Nicholas Express Deli Inc,25 Saint Nicholas Ter # 1,,New York,10027,2019,7,40.813136,-73.951642,109,9,1059596,1019680039,21303,MN0902
Sweet corner grocery,550 West 126 Street,,New York,10027,2019,7,40.815638,-73.957009,109,7,1059715,1019820068,219,MN0902
THRIFTY DELI SPRMKT,3149 Broadway,,New York,10027,2019,7,40.814248,-73.959354,109,7,1059852,1019930081,211,MN0901
SIRAH 1720 LLC,535 MARCY AVE,,Brooklyn,11206,2020,8,40.696961,-73.949512,303,36,3338591,3017390001,257,BK0301
M AND D MINI MARKET,613 MARCY AVE,,Brooklyn,11206,2020,8,40.693796,-73.948883,303,36,3322077,3017670007,261,BK0301
FIRST STOP GROCERY INC,643 MARCY AVE,,Brooklyn,11206,2020,8,40.692552,-73.948632,303,36,3049316,3017710001,261,BK0301
BC GROCERY CORP,305 THROOP AVE,,Brooklyn,11206,2020,8,40.69325,-73.942973,303,36,3049410,3017730001,281,BK0302
TAJUKEN DELI CORP,114 MARCUS GARVEY BLVD,,Brooklyn,11206,2020,8,40.694772,-73.940401,303,36,3049214,3017690039,283,BK0302
AANDE DIRECT LLC,40 LEWIS AVE,,Brooklyn,11206,2020,8,40.696631,-73.937792,303,36,3042883,3015850035,283,BK0302
CENTRAL ORGANIC,67 CENTRAL AVE,,Brooklyn,11206,2020,8,40.701096,-73.930445,304,34,3072058,3031640008,425,BK0401
ALBANITA DELI GROCERY CORP,586 BUSHWICK AVE,,Brooklyn,11206,2020,8,40.698801,-73.934973,304,34,3071889,3031500030,389,BK0401
194 THROOP FOOD CORP,777 PARK AVE,,Brooklyn,11206,2020,8,40.698191,-73.944311,303,36,3335580,3017320026,257,BK0301
BROADWAY ORGANIC DELI INC,799 BROADWAY,,Brooklyn,11206,2020,8,40.699745,-73.940176,304,34,3071692,3031320007,389,BK0401
STAY FRESH GRILL II CORP,889 BROADWAY,,Brooklyn,11206,2020,8,40.698031,-73.937095,304,34,3071785,3031360005,389,BK0401
L STOP GOURMET DELI CORP,223 MONTROSE AVE,,Brooklyn,11206,2020,8,40.707628,-73.940213,301,34,3071163,3030540026,49302,BK0104
7 SEAS GROCERY CORP,235 BUSHWICK AVE,,Brooklyn,11206,2020,8,40.707908,-73.93987,301,34,3071186,3030550023,49302,BK0104
MLD 91 FOOD CORP,91 HUMBOLDT ST,,Brooklyn,11206,2020,8,40.704472,-73.941009,301,34,3325958,3030970018,491,BK0104
JC DELI AND GRILL CORPORATION,442 LORIMER ST,,Brooklyn,11206,2020,8,40.710105,-73.948708,301,34,3338218,3027920002,503,BK0104
ROCKY DELI GROCERY INC,590 BROADWAY,,Brooklyn,11206,2020,8,40.703761,-73.947242,301,33,3061336,3022470013,509,BK0103
HERMANOS ACOSTA FOOD CORP,166 MANHATTAN AVE,,Brooklyn,11206,2020,8,40.708517,-73.945096,301,34,3327922,3030430008,505,BK0104
131 MANHATTAN DELI GROCERY CORP,134 MANHATTAN AVE,,Brooklyn,11206,2020,8,40.707282,-73.944905,301,34,3071105,3030520001,505,BK0104
GRAHAM STOP ONE DELI INC,146 GRAHAM AVE,,Brooklyn,11206,2020,8,40.70643,-73.943045,301,34,3338421,3030710007,49302,BK0104
MR NICE GUY DELI GRILL,92 MANHATTAN AVE,,Brooklyn,11206,2020,8,40.705465,-73.944629,301,34,3071334,3030790005,505,BK0104
FAMOUS DELI AND GRILL INC,116 GRAHAM AVE,,Brooklyn,11206,2020,8,40.705288,-73.942858,301,34,3071349,3030800001,49302,BK0104
BOGOPA MANHATTAN INC,21 MANHATTAN AVE,,Brooklyn,11206,2020,8,40.702939,-73.944235,301,34,3000000,3031040001,491,BK0104
LEE HEYWARD GROCERY INC,198 LEE AVE,,Brooklyn,11206,2020,8,40.701855,-73.955636,301,33,3061119,3022310035,53101,BK0103
574 MARCY DELI CORP,574 MARCY AVE,,Brooklyn,11206,2020,8,40.695056,-73.949153,303,36,3338620,3017540044,253,BK0301
164 TOMPKIN DELI,164 TOMPKINS ST,,Brooklyn,11206,2020,8,,,,,,,,
BROOKLYNS FINEST DELI CORP,131 TOMPKINS AVE,,Brooklyn,11206,2020,8,40.695076,-73.946235,303,36,3048663,3017560001,25901,BK0301
J A TOMPKINS FOOD CORP,920 MYRTLE AVE,,Brooklyn,11206,2020,8,40.695814,-73.945344,303,36,3048667,3017560023,25901,BK0301
GAWAD DELI GROCERY CORP,207 HART ST,,Brooklyn,11206,2020,8,40.693782,-73.943525,303,36,3049177,3017680047,261,BK0301
JRM DELI GROCERY CORP,98 MARCUS GARVEY BLVD,,Brooklyn,11206,2020,8,40.695505,-73.940544,303,36,3048912,3017610035,283,BK0302
AFS MARKET INC,1102 MYRTLE AVE,,Brooklyn,11206,2020,8,40.696817,-73.936605,303,36,3000000,3015867501,287,BK0302
MONEGRO HECTOR E,105 CENTRAL AVE,,Brooklyn,11206,2020,8,40.700362,-73.929144,304,34,3072263,3031730001,425,BK0401
GREEN CORNER OF NY LLC,801 FLUSHING AVE,,Brooklyn,11206,2020,8,40.701019,-73.940705,301,34,3071664,3031270027,491,BK0104
726 MEAT MARKET INC,726 BROADWAY,,Brooklyn,11206,2020,8,40.701171,-73.942667,301,33,3061510,3022760022,507,BK0103
711 BROOKLYN DELI CORP,711 FLUSHING AVE,,Brooklyn,11206,2020,8,40.700458,-73.944197,301,33,3061500,3022767502,507,BK0103
BNS HOT DELI CORP,773 PARK AVE,,Brooklyn,11206,2020,8,40.698174,-73.944451,303,36,3048408,3017320028,257,BK0301
EAGLE DELI AND GRILL INC,317 BUSHWICK AVE,,Brooklyn,11206,2020,8,40.705468,-73.939457,301,34,3071364,3030820001,485,BK0104
BUSHWICK DELI GROCERY CORP,285 BUSHWICK AVE,,Brooklyn,11206,2020,8,40.706409,-73.939619,301,34,3327968,3030730017,49302,BK0104
THE LUNCH BOX DELI CORP,204 BUSHWICK AVE,,Brooklyn,11206,2020,8,40.708767,-73.940031,301,34,3071014,3030450017,49302,BK0104
PAULA MARKET AND DELI CORP,276 HUMBOLDT ST,,Brooklyn,11206,2020,8,40.711173,-73.942114,301,34,3069626,3027900001,495,BK0104
MAJOR DELI AND GROCERY CORP,203 MAUJER ST,,Brooklyn,11206,2020,8,40.711063,-73.942161,301,34,3323054,3027890026,495,BK0104
SEM SEM DELI CORP,75 HUMBOLDT ST,,Brooklyn,11206,2020,8,40.704022,-73.940926,301,34,3071460,3030970024,491,BK0104
LORIMER DELI FOOD CORP,400 LORIMER ST,,Brooklyn,11206,2020,8,40.708821,-73.948497,301,34,3070864,3030320005,511,BK0104
ORANGE TREE ORGANIC MARKET CORP,121 GRAHAM AVE,,Brooklyn,11206,2020,8,40.705994,-73.942995,301,34,3071280,3030700026,505,BK0104
BONILLA CARLOS M,62 MANHATTAN AVE,,Brooklyn,11206,2020,8,40.704416,-73.944457,301,34,3071408,3030880035,491,BK0104
EXPRESS GROCERY AND DELI CORPORATIO,25 BEAVER ST,,Brooklyn,11206,2020,8,40.700609,-73.938376,304,34,3071711,3031330024,389,BK0401
128 T EDGECOMBE DELI CORP,128 EDGECOMBE AVE,,New York,10030,2020,8,40.820961,-73.945071,110,9,1060736,1020430001,259,MN1002
135 FUTURE LANDM CORP,24 WEST 135TH ST,,New York,10037,2020,8,40.813209,-73.938756,110,9,1053894,1017300052,212,MN1002
135TH STREET DELI AND GROCERY CORP,266 WEST 135TH ST,,New York,10030,2020,8,40.816213,-73.945877,110,9,1058855,1019400060,228,MN1002
141 FINEST DELI CORP,332 WEST 141ST ST,,New York,10030,2020,8,40.820958,-73.945375,110,9,1060914,1020480041,22102,MN1002
2278 DELI AND GROCERY INC,2278 7TH AVE,,New York,10030,2020,8,40.814546,-73.944268,110,9,1058817,1019390036,226,MN1002
477 FOOD CORP,477 LENOX AVE,,New York,10037,2020,8,40.813274,-73.94148,110,9,1058228,1019180036,226,MN1002
7TH AVE DELI GROCERY CORP,2417 ADAM CLAYTON POWELL JR BLVD,,New York,10030,2020,8,40.819208,-73.940835,110,9,1060083,1020100001,230,MN1002
ADAM 1 FOOD CENTER INC,2657 FREDERICK DOUGLAS BLVD,,New York,10030,2020,8,40.820741,-73.943464,110,9,1060752,1020430018,259,MN1002
BEST OF HARLEM CORP,585 LENOX AVE,,New York,10037,2020,8,40.817351,-73.938503,110,9,1060066,1020090029,230,MN1002
BIG APPLE GRILL DELI INC,521 LENOX AVE,,New York,10037,2020,8,40.814873,-73.940311,110,9,1058330,1019210029,228,MN1002
EL PATIO DELI CORP,2082 MADISON AVE,,New York,10037,2020,8,40.809627,-73.93782,111,9,1054307,1017560014,206,MN1102
ESAYI CORP,2461 ADAM CLAYTON POWELL JR BLVD,,New York,10030,2020,8,40.820418,-73.939952,110,9,1060128,1020120001,232,MN1002
FUNFAIR DELI CORP,537 LENOX AVE,,New York,10037,2020,8,40.815499,-73.939852,110,9,1060002,1020060029,228,MN1002
GOLDEN DELI GROCERY CORP,2210 5TH AVE,,New York,10037,2020,8,40.812473,-73.937835,110,9,1053891,1017300040,212,MN1002
HARLEM EMPIRE DELI INC,251 WEST 135TH ST,,New York,10030,2020,8,40.816238,-73.945895,110,9,1058868,1019410001,228,MN1002
JANET FOOD CORP,2630 FREDERICK DOUGLASS BLVD,,New York,10030,2020,8,40.819764,-73.944155,110,9,1089378,1020267501,230,MN1002
K AND S DELI CORP,429 LENOX AVE,,New York,10037,2020,8,40.811888,-73.942496,110,9,1058104,1019160031,226,MN1002
LENOX 551 DELI GROCERY CORP,551 LENOX AVE,,New York,10037,2020,8,40.815935,-73.939534,110,9,1060007,1020060036,228,MN1002
LENOX AND 132ND FOOD CORP,448 LENOX AVE,,New York,10037,2020,8,40.812396,-73.942095,110,9,1053885,1017300001,212,MN1002
LINCOLN DELI GROCERY INC 1,2095 MADISON AVE,,New York,10037,2020,8,40.809959,-73.937238,111,9,1054327,1017560049,206,MN1102
MANDS FOOD CORP,2482 7TH AVE,,New York,10030,2020,8,40.821167,-73.939431,110,9,1060456,1020300029,232,MN1002
MO DELI AND GRILL CORP,665 LENOX AVE,,New York,10037,2020,8,40.81925,-73.937114,110,9,1060141,1020120029,232,MN1002
MR 2497 FOOD CORP,2497 7TH AVE,,New York,10030,2020,8,40.821482,-73.939178,110,9,1060175,1020130061,232,MN1002
NUNEZ DOMINGO,2591 8TH AVE,,New York,10030,2020,8,40.818518,-73.945088,110,9,1060668,1020410047,22102,MN1002
RIMAR GOURMET DELI INC,2611 FREDERICK DOUGLAS BLVD,,New York,10030,2020,8,40.819097,-73.944665,110,9,1085457,1020427502,22102,MN1002
ROSANNA FOOD CORP,592 LENOX AVE,,New York,10037,2020,8,40.817088,-73.938669,110,9,1053937,1017370011,214,MN1002
WINSOME DELI INC,482 LENOX AVE,,New York,10037,2020,8,40.813266,-73.941458,110,9,1053897,1017300068,212,MN1002
1029 FOOD PLAZA INC,1203 Sutter Avenue,,Bronx,10453,2020,8,,,,,,,,
